% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=555618, Mon May  5 11:11:01 2025, <python>{}</python>
3 24 0.2895236339713906 1 0 1.0 1.0 1.0 0.9675574039527459 1.0
4 32 0.2842036243028892 1 0 1.0 1.0 1.0 0.9675574039527459 1.0
5 40 0.28953543105944135 1 0 1.0 1.0 1.0 0.9675574039527459 1.0
6 48 0.2467411741691829 1 0 1.0 1.0 1.0 0.9675574039527459 1.0
7 56 0.23231648645441388 1 0 1.0 1.0 1.0 0.9675574039527459 1.0
8 64 0.24183524049280686 1 0 1.0 1.0 1.0 0.9675574039527459 1.0
9 72 0.2664015926923598 1 0 1.0 1.0 1.0 0.9675574039527459 1.0
10 80 0.3000805132621621 1 0 1.0 1.0 1.0 0.9675574039527459 1.0
11 88 0.34769740860226495 1 0 1.0 1.0 1.0 0.8437866665973431 1.0
12 96 0.43478775405314 1 0 1.0 1.0 1.0 0.6566359501184664 1.0
13 104 0.563606118203192 1 0 1.0 1.0 1.0 0.4810294392730837 1.0
14 112 0.6189952399868386 1 0 1.0 1.0 0.9293827585284877 0.45968335660936466 1.0
15 120 0.6398525296333598 1 0 1.0 1.0 0.9293827585284877 0.4443721212883523 1.0
16 128 0.7063258051113295 1 0 1.0 1.0 0.8768588717462426 0.41736378896901905 1.0
